State,Senator_x,First Name_x,Last Name,Official Senator Twitter Id,Senate Staff Twitter Id,Campaign/Other ID,Facebook (WIP),address,bioguide_id,class,email,First Name_y,leadership_position,member_full,party,phone,state,website,Senator_y,Abr.,Capital,Screen Name,Preferred Name,Image,Time,Description,Link,Text,Verified?,account_type,DateTime,Date,Address
Utah,Orrin Hatch,Orrin,Hatch,@SenOrrinHatch,,@OrrinHatch,,104 Hart Senate Office Building Washington DC 20510,H000338,Class I,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,Orrin,President Pro Tempore,Hatch (R-UT),R,(202) 224-5251,UT,http://www.hatch.senate.gov/,Orrin Hatch,UT,Salt Lake City,@senorrinhatch,Senator Hatch Office,http://pbs.twimg.com/profile_images/879081064328830984/IhWAMCcr_normal.jpg,23:26:13,U.S. Senator from Utah. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.,https://twitter.com/i/web/status/897237957165187073,"In the wake of this weekend's violence, our nation has some soul-searching to do. https://t.co/7NZqmcSIPK… https://t.co/1TFYqig1OQ",TRUE,Official,2017-08-14 23:26:13,2017-08-14,
Utah,Orrin Hatch,Orrin,Hatch,@SenOrrinHatch,,@OrrinHatch,,104 Hart Senate Office Building Washington DC 20510,H000338,Class I,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,Orrin,President Pro Tempore,Hatch (R-UT),R,(202) 224-5251,UT,http://www.hatch.senate.gov/,Orrin Hatch,UT,Salt Lake City,@senorrinhatch,Senator Hatch Office,http://pbs.twimg.com/profile_images/879081064328830984/IhWAMCcr_normal.jpg,23:29:24,U.S. Senator from Utah. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.,https://twitter.com/i/web/status/897238756297588737,"It is not a time to say ""What about.."" but to seriously ask ourselves ""What now?"" #Charlottesville https://t.co/UoQN51u0JU",TRUE,Official,2017-08-14 23:29:24,2017-08-14,
Utah,Orrin Hatch,Orrin,Hatch,@SenOrrinHatch,,@OrrinHatch,,104 Hart Senate Office Building Washington DC 20510,H000338,Class I,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,Orrin,President Pro Tempore,Hatch (R-UT),R,(202) 224-5251,UT,http://www.hatch.senate.gov/,Orrin Hatch,UT,Salt Lake City,@senorrinhatch,Senator Hatch Office,http://pbs.twimg.com/profile_images/879081064328830984/IhWAMCcr_normal.jpg,23:47:59,U.S. Senator from Utah. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.,https://twitter.com/i/web/status/897243434771070977,"Let us all resolve to change. Let us all commit to fighting hatred in our communities with love, empathy, understan… https://t.co/3nB6Ym1pRT",TRUE,Official,2017-08-14 23:47:59,2017-08-14,
New Mexico,Martin Heinrich,Martin,Heinrich,@MartinHeinrich,,@Heinrich4NM,,303 Hart Senate Office Building Washington DC 20510,H001046,Class I,http://www.heinrich.senate.gov/contact,Martin,,Heinrich (D-NM),D,(202) 224-5521,NM,http://www.heinrich.senate.gov/,Martin Heinrich,NM,Santa Fe,@MartinHeinrich,Martin Heinrich,http://pbs.twimg.com/profile_images/472115942248308737/BjSCAw32_normal.jpeg,1:45:50,United States Senator from New Mexico,https://twitter.com/i/web/status/896548318817472512,Hate &amp; racism have no place in America. I condemn what they stand for &amp; sickening violence of white supremacists in #Charlottesville today.,TRUE,Official,2017-08-13 1:45:50,2017-08-13,"Santa Fe, NM"
New Mexico,Martin Heinrich,Martin,Heinrich,@MartinHeinrich,,@Heinrich4NM,,303 Hart Senate Office Building Washington DC 20510,H001046,Class I,http://www.heinrich.senate.gov/contact,Martin,,Heinrich (D-NM),D,(202) 224-5521,NM,http://www.heinrich.senate.gov/,Martin Heinrich,NM,Santa Fe,@Heinrich4NM,Heinrich Campaign,http://pbs.twimg.com/profile_images/875691877235736576/aObKRYdI_normal.jpg,1:30:38,Martin Heinrich for Senate,https://twitter.com/i/web/status/896544489740918784,"There is no room for hate, racism or white supremacy in our country.  #Charlottesville",FALSE,Other/Campaign,2017-08-13 1:30:38,2017-08-13,"Santa Fe, NM"
New Mexico,Martin Heinrich,Martin,Heinrich,@MartinHeinrich,,@Heinrich4NM,,303 Hart Senate Office Building Washington DC 20510,H001046,Class I,http://www.heinrich.senate.gov/contact,Martin,,Heinrich (D-NM),D,(202) 224-5521,NM,http://www.heinrich.senate.gov/,Martin Heinrich,NM,Santa Fe,@MartinHeinrich,Martin Heinrich,http://pbs.twimg.com/profile_images/472115942248308737/BjSCAw32_normal.jpeg,19:42:24,United States Senator from New Mexico,https://twitter.com/i/web/status/897181631139782656,This weekend's events have truly shocked me as much as they have the rest of the nation. Read my full statement on… https://t.co/MPr790IDYc,TRUE,Official,2017-08-14 19:42:24,2017-08-14,"Santa Fe, NM"
North Dakota,Heidi Heitkamp,Heidi,Heitkamp,@SenatorHeitkamp,,@Heidi4ND,,516 Hart Senate Office Building Washington DC 20510,H001069,Class I,http://www.heitkamp.senate.gov/public/index.cfm/contact,Heidi,,Heitkamp (D-ND),D,(202) 224-2043,ND,http://www.heitkamp.senate.gov/,Heidi Heitkamp,ND,Bismarck,@SenatorHeitkamp,Sen. Heidi Heitkamp,http://pbs.twimg.com/profile_images/874346602412036097/t7WVggXX_normal.jpg,22:08:53,"Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/sdBAQYB6b4.
Instagram: http://t.co/o02Q1Pt8AC",https://twitter.com/i/web/status/896856108958142465,"US clearly still has work to do to end hate, violence &amp; bigotry. Love is stronger &amp; must persevere. #Charlottesville",TRUE,Official,2017-08-13 22:08:53,2017-08-13,"Bismarck, ND"
North Dakota,Heidi Heitkamp,Heidi,Heitkamp,@SenatorHeitkamp,,@Heidi4ND,,516 Hart Senate Office Building Washington DC 20510,H001069,Class I,http://www.heitkamp.senate.gov/public/index.cfm/contact,Heidi,,Heitkamp (D-ND),D,(202) 224-2043,ND,http://www.heitkamp.senate.gov/,Heidi Heitkamp,ND,Bismarck,@SenatorHeitkamp,Sen. Heidi Heitkamp,http://pbs.twimg.com/profile_images/874346602412036097/t7WVggXX_normal.jpg,22:08:22,"Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/sdBAQYB6b4.
Instagram: http://t.co/o02Q1Pt8AC",https://twitter.com/i/web/status/896855977412235264,Yesterday was a terrible &amp; tragic day. The KKK and neo Nazis have no place in our country. #Charlottesville,TRUE,Official,2017-08-13 22:08:22,2017-08-13,"Bismarck, ND"
Nevada,Dean Heller,Dean,Heller,@SenDeanHeller,,@DeanHeller,,324 Hart Senate Office Building Washington DC 20510,H001041,Class I,http://www.heller.senate.gov/public/index.cfm/contact-form,Dean,,Heller (R-NV),R,(202) 224-6244,NV,http://www.heller.senate.gov/,Dean Heller,NV,Carson City,@SenDeanHeller,Dean Heller,http://pbs.twimg.com/profile_images/856571974935609344/gPG4Gmf-_normal.jpg,20:00:03,Official Account for Nevada U.S. Senator @DeanHeller. #HomeMeansNevada,https://twitter.com/i/web/status/896098909163892736,Proud of the work Congress is doing to reform and improve VA appeals process. Hope to see quick action by @POTUS: https://t.co/3BSlYVMot2,TRUE,Official,2017-08-11 20:00:03,2017-08-11,"Carson City, NV"
Nevada,Dean Heller,Dean,Heller,@SenDeanHeller,,@DeanHeller,,324 Hart Senate Office Building Washington DC 20510,H001041,Class I,http://www.heller.senate.gov/public/index.cfm/contact-form,Dean,,Heller (R-NV),R,(202) 224-6244,NV,http://www.heller.senate.gov/,Dean Heller,NV,Carson City,@SenDeanHeller,Dean Heller,http://pbs.twimg.com/profile_images/856571974935609344/gPG4Gmf-_normal.jpg,18:38:55,Official Account for Nevada U.S. Senator @DeanHeller. #HomeMeansNevada,https://twitter.com/i/web/status/896440878365118464,"Racism, hatred, and violence as a means to an end is unacceptable and shameful. There's no room for it in this country. #Charlottesville",TRUE,Official,2017-08-12 18:38:55,2017-08-12,"Carson City, NV"
Nevada,Dean Heller,Dean,Heller,@SenDeanHeller,,@DeanHeller,,324 Hart Senate Office Building Washington DC 20510,H001041,Class I,http://www.heller.senate.gov/public/index.cfm/contact-form,Dean,,Heller (R-NV),R,(202) 224-6244,NV,http://www.heller.senate.gov/,Dean Heller,NV,Carson City,@SenDeanHeller,Dean Heller,http://pbs.twimg.com/profile_images/856571974935609344/gPG4Gmf-_normal.jpg,20:32:09,Official Account for Nevada U.S. Senator @DeanHeller. #HomeMeansNevada,https://twitter.com/i/web/status/897194151871213568,Today I visited the Reno VA hospital to discuss the unique needs of Nevada’s #veterans. https://t.co/kZG1vVXxFz https://t.co/eOVIc6C3S2,TRUE,Official,2017-08-14 20:32:09,2017-08-14,"Carson City, NV"
Hawaii,Mazie K. Hirono,Mazie,Hirono,@maziehirono,,@mazieforhawaii,,730 Hart Senate Office Building Washington DC 20510,H001042,Class I,https://www.hirono.senate.gov/contact,Mazie,,Hirono (D-HI),D,(202) 224-6361,HI,http://www.hirono.senate.gov/,Mazie Hirono,HI,Honolulu,,,,,,,,,,,,
North Dakota,John Hoeven,John,Hoeven,@SenJohnHoeven,,@hoeven4senate,,338 Russell Senate Office Building Washington DC 20510,H001061,Class III,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,John,,Hoeven (R-ND),R,(202) 224-2551,ND,http://www.hoeven.senate.gov,John Hoeven,ND,Bismarck,@SenJohnHoeven,Senator John Hoeven,http://pbs.twimg.com/profile_images/1575531411/Hoeven_Hearing_normal.jpg,19:39:28,Official account of U.S. Senator John Hoeven of North Dakota. https://t.co/ViVEXcWlhM,https://twitter.com/i/web/status/897180893634342916,"Thoughts &amp; prayers for woman who was killed, police who died in crash &amp; all who were injured during events in Charlottesville. 1/2",TRUE,Official,2017-08-14 19:39:28,2017-08-14,"Bismarck, ND"
Oklahoma,Jim Inhofe,Jim,Inhofe,@jiminhofe,@InhofePress,@jiminhofe,,205 Russell Senate Office Building Washington DC 20510,I000024,Class II,https://www.inhofe.senate.gov/contact,James,,Inhofe (R-OK),R,(202) 224-4721,OK,http://www.inhofe.senate.gov/,James Inhofe,OK,Oklahoma City,,,,,,,,,,,,
Georgia,Johnny Isakson,Johnny,Isakson,@SenatorIsakson,,@JohnnyIsakson,,131 Russell Senate Office Building Washington DC 20510,I000055,Class III,https://www.isakson.senate.gov/public/index.cfm/email-me,Johnny,,Isakson (R-GA),R,(202) 224-3643,GA,http://www.isakson.senate.gov,Johnny Isakson,GA,Atlanta,@SenatorIsakson,Johnny Isakson,http://pbs.twimg.com/profile_images/543499427365650432/JitEqhDZ_normal.jpeg,18:39:26,"Official Page of U.S. Senator Johnny Isakson, R-Ga. | Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance",https://twitter.com/i/web/status/896441010645061634,I strongly condemn the hatred and violence in Charlottesville. This type of of vile bigotry and hate is not what our country stands for.,TRUE,Official,2017-08-12 18:39:26,2017-08-12,"Atlanta, GA"
Georgia,Johnny Isakson,Johnny,Isakson,@SenatorIsakson,,@JohnnyIsakson,,131 Russell Senate Office Building Washington DC 20510,I000055,Class III,https://www.isakson.senate.gov/public/index.cfm/email-me,Johnny,,Isakson (R-GA),R,(202) 224-3643,GA,http://www.isakson.senate.gov,Johnny Isakson,GA,Atlanta,@SenatorIsakson,Johnny Isakson,http://pbs.twimg.com/profile_images/543499427365650432/JitEqhDZ_normal.jpeg,18:32:17,"Official Page of U.S. Senator Johnny Isakson, R-Ga. | Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance",https://twitter.com/i/web/status/896076823066431488,"U.S. House unanimously passed my bill to overhaul the @DeptVetAffairs benefits claims appeals process. Next, @POTUS! https://t.co/pZxK4GcvR7",TRUE,Official,2017-08-11 18:32:17,2017-08-11,"Atlanta, GA"
Wisconsin,Ron Johnson,Ron,Johnson,@SenRonJohnson,,@Ron4Senate,,328 Hart Senate Office Building Washington DC 20510,J000293,Class III,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Ron,,Johnson (R-WI),R,(202) 224-5323,WI,http://www.ronjohnson.senate.gov/,Ron Johnson,WI,Madison,@SenRonJohnson,Senator Ron Johnson,http://pbs.twimg.com/profile_images/1213023547/Twitter_2_normal.jpg,0:32:58,Chairman of the Homeland Security and Governmental Affairs Committee & the Subcommittee on Europe & Regional Security Cooperation. Tweets from Ron are signed–rj,https://twitter.com/i/web/status/896529979843805184,Our hearts break for the loss of life today in Charlottesville. There is no place for such violence.,TRUE,Official,2017-08-13 0:32:58,2017-08-13,"Madison, WI"
Virginia,Tim Kaine,Tim,Kaine,@timkaine,@SenKaineOffice,,,231 Russell Senate Office Building Washington DC 20510,K000384,Class I,https://www.kaine.senate.gov/contact,Tim,,Kaine (D-VA),D,(202) 224-4024,VA,http://www.kaine.senate.gov/,Tim Kaine,VA,Richmond,@timkaine,Senator Tim Kaine,http://pbs.twimg.com/profile_images/871402076290654210/Szt5hnZH_normal.jpg,22:06:27,U.S. Senator from Virginia. Husband and father of 3. Avid reader and outdoorsman. Bluegrass and harmonica enthusiast.,https://twitter.com/i/web/status/896493107029712897,My full statement on the horrifying white supremacist demonstrations and violence in Charlottesville: https://t.co/IFXmqFLv4i,TRUE,Official,2017-08-12 22:06:27,2017-08-12,"Richmond, VA"
Virginia,Tim Kaine,Tim,Kaine,@timkaine,@SenKaineOffice,,,231 Russell Senate Office Building Washington DC 20510,K000384,Class I,https://www.kaine.senate.gov/contact,Tim,,Kaine (D-VA),D,(202) 224-4024,VA,http://www.kaine.senate.gov/,Tim Kaine,VA,Richmond,@timkaine,Senator Tim Kaine,http://pbs.twimg.com/profile_images/871402076290654210/Szt5hnZH_normal.jpg,17:37:02,U.S. Senator from Virginia. Husband and father of 3. Avid reader and outdoorsman. Bluegrass and harmonica enthusiast.,https://twitter.com/i/web/status/896425308030738432,People who came to VA to spew hate &amp; incite violence have no place here. We stand for inclusion and will not go backwards. Praying for peace,TRUE,Official,2017-08-12 17:37:02,2017-08-12,"Richmond, VA"
Virginia,Tim Kaine,Tim,Kaine,@timkaine,@SenKaineOffice,,,231 Russell Senate Office Building Washington DC 20510,K000384,Class I,https://www.kaine.senate.gov/contact,Tim,,Kaine (D-VA),D,(202) 224-4024,VA,http://www.kaine.senate.gov/,Tim Kaine,VA,Richmond,@timkaine,Senator Tim Kaine,http://pbs.twimg.com/profile_images/871402076290654210/Szt5hnZH_normal.jpg,2:02:49,U.S. Senator from Virginia. Husband and father of 3. Avid reader and outdoorsman. Bluegrass and harmonica enthusiast.,https://twitter.com/i/web/status/896552592419033088,Two of Virginia's finest lost their lives today protecting the Commonwealth from violence. My thoughts and prayers are with their families.,TRUE,Official,2017-08-13 2:02:49,2017-08-13,"Richmond, VA"
Louisiana,John Neely Kennedy,John,Kennedy,@SenJohnKennedy,,@JohnKennedyLA,,383 Russell Senate Office Building Washington DC 20510,K000393,Class III,https://www.kennedy.senate.gov/content/contact-senator,John,,Kennedy (R-LA),R,(202) 224-4623,LA,http://www.kennedy.senate.gov,John Kennedy,LA,Baton Rouge,@SenJohnKennedy,John Kennedy,http://pbs.twimg.com/profile_images/831592195320840192/GXfc24bb_normal.jpg,22:28:52,The official Twitter page for U.S. Senator John N. Kennedy (R-La) https://t.co/4ceoNzx1Ck,https://twitter.com/i/web/status/896498747869245440,"Violence and hatred are never the answer. 

https://t.co/riTwWrHYB5",TRUE,Official,2017-08-12 22:28:52,2017-08-12,"Baton Rouge, LA"
Maine,Angus King,Angus,King,@SenAngusKing,,@AngusKing2018,,133 Hart Senate Office Building Washington DC 20510,K000383,Class I,https://www.king.senate.gov/contact,Angus,,King (I-ME),I,(202) 224-5344,ME,http://www.king.senate.gov/,Angus King,ME,Augusta,@SenAngusKing,Senator Angus King,http://pbs.twimg.com/profile_images/378800000406004520/c5e846a94969202654cf1ac5fafc3659_normal.jpeg,16:15:29,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,https://twitter.com/i/web/status/896767169857331200,Actions of hate groups in Virginia are unacceptable and unAmerican and have no place anywhere in our country.,TRUE,Official,2017-08-13 16:15:29,2017-08-13,"Augusta, ME"
Maine,Angus King,Angus,King,@SenAngusKing,,@AngusKing2018,,133 Hart Senate Office Building Washington DC 20510,K000383,Class I,https://www.king.senate.gov/contact,Angus,,King (I-ME),I,(202) 224-5344,ME,http://www.king.senate.gov/,Angus King,ME,Augusta,@SenAngusKing,Senator Angus King,http://pbs.twimg.com/profile_images/378800000406004520/c5e846a94969202654cf1ac5fafc3659_normal.jpeg,18:12:33,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,https://twitter.com/i/web/status/897159020368232448,Racism in all forms is wrong. Let's hope the President's words begin to unite what white supremacists and bigotry in VA aimed to divide.,TRUE,Official,2017-08-14 18:12:33,2017-08-14,"Augusta, ME"
Maine,Angus King,Angus,King,@SenAngusKing,,@AngusKing2018,,133 Hart Senate Office Building Washington DC 20510,K000383,Class I,https://www.king.senate.gov/contact,Angus,,King (I-ME),I,(202) 224-5344,ME,http://www.king.senate.gov/,Angus King,ME,Augusta,,,,,,,,,,,,
Minnesota,Amy Klobuchar,Amy,Klobuchar,@amyklobuchar,,,,302 Hart Senate Office Building Washington DC 20510,K000367,Class I,http://www.klobuchar.senate.gov/public/index.cfm/contact,Amy,,Klobuchar (D-MN),D,(202) 224-3244,MN,http://www.klobuchar.senate.gov/,Amy Klobuchar,MN,Saint Paul,@amyklobuchar,Amy Klobuchar,http://pbs.twimg.com/profile_images/1815362035/AJK_Twitter_normal.jpg,19:09:29,"U.S. Senator from Minnesota. Follows, Retweets, Replies ≠ endorsement",https://twitter.com/i/web/status/896448572677345280,More horrific violence on UVA campus: Car plows through crowd during white nationalist protests in Va. https://t.co/sTnMBhTMBu,TRUE,Official,2017-08-12 19:09:29,2017-08-12,"Saint Paul, MN"
Minnesota,Amy Klobuchar,Amy,Klobuchar,@amyklobuchar,,,,302 Hart Senate Office Building Washington DC 20510,K000367,Class I,http://www.klobuchar.senate.gov/public/index.cfm/contact,Amy,,Klobuchar (D-MN),D,(202) 224-3244,MN,http://www.klobuchar.senate.gov/,Amy Klobuchar,MN,Saint Paul,@amyklobuchar,Amy Klobuchar,http://pbs.twimg.com/profile_images/1815362035/AJK_Twitter_normal.jpg,18:14:36,"U.S. Senator from Minnesota. Follows, Retweets, Replies ≠ endorsement",https://twitter.com/i/web/status/896434760008028164,"Thank you Mayor @MikeSigner for your leadership.  We stand with you, the people of Charlottesville &amp; the students o… https://t.co/KKuqQdSuqp",TRUE,Official,2017-08-12 18:14:36,2017-08-12,"Saint Paul, MN"
Oklahoma,James Lankford,James,Lankford,@SenatorLankford,,@jameslankford,,316 Hart Senate Office Building Washington DC 20510,L000575,Class III,http://www.lankford.senate.gov/contact/email,James,,Lankford (R-OK),R,(202) 224-5754,OK,http://www.lankford.senate.gov,James Lankford,OK,Oklahoma City,@SenatorLankford,Sen. James Lankford,http://pbs.twimg.com/profile_images/824285569379352576/X9u-Ypf3_normal.jpg,20:24:54,Serving the State of Oklahoma in the United States Senate,https://twitter.com/i/web/status/896467551923908608,I'm incredibly grieved by the violence &amp; hate that is taking place in Charlottesville.,TRUE,Official,2017-08-12 20:24:54,2017-08-12,"Oklahoma City, OK"
Vermont,Patrick Leahy,Patrick,Leahy,@SenatorLeahy,,,,437 Russell Senate Office Building Washington DC 20510,L000174,Class III,https://www.leahy.senate.gov/contact/,Patrick,,Leahy (D-VT),D,(202) 224-4242,VT,http://www.leahy.senate.gov/,Patrick Leahy,VT,Montpelier,@SenatorLeahy,Sen. Patrick Leahy,http://pbs.twimg.com/profile_images/842840988418801666/jeM8mGjf_normal.jpg,22:18:01,,https://twitter.com/i/web/status/896496019302526976,A heartbreaking day of hate and violence. America and Americans are better than this. We need to DO better than this. #Charlottesville,TRUE,Official,2017-08-12 22:18:01,2017-08-12,"Montpelier, VT"
Vermont,Patrick Leahy,Patrick,Leahy,@SenatorLeahy,,,,437 Russell Senate Office Building Washington DC 20510,L000174,Class III,https://www.leahy.senate.gov/contact/,Patrick,,Leahy (D-VT),D,(202) 224-4242,VT,http://www.leahy.senate.gov/,Patrick Leahy,VT,Montpelier,@SenatorLeahy,Sen. Patrick Leahy,http://pbs.twimg.com/profile_images/842840988418801666/jeM8mGjf_normal.jpg,19:05:30,,https://twitter.com/i/web/status/897172344803909633,ICYMI: My statement on the racist demonstrations and violence in Charlottesville this weekend.… https://t.co/QtendJkWFH,TRUE,Official,2017-08-14 19:05:30,2017-08-14,"Montpelier, VT"
Vermont,Patrick Leahy,Patrick,Leahy,@SenatorLeahy,,,,437 Russell Senate Office Building Washington DC 20510,L000174,Class III,https://www.leahy.senate.gov/contact/,Patrick,,Leahy (D-VT),D,(202) 224-4242,VT,http://www.leahy.senate.gov/,Patrick Leahy,VT,Montpelier,@SenatorLeahy,Sen. Patrick Leahy,http://pbs.twimg.com/profile_images/842840988418801666/jeM8mGjf_normal.jpg,16:11:31,,https://twitter.com/i/web/status/896403787111424003,"President Trump's silence as #Charlottesville roils with racist and fascist provocatation is shameful, irresponsible...and, DEFINING.",TRUE,Official,2017-08-12 16:11:31,2017-08-12,"Montpelier, VT"
Vermont,Patrick Leahy,Patrick,Leahy,@SenatorLeahy,,,,437 Russell Senate Office Building Washington DC 20510,L000174,Class III,https://www.leahy.senate.gov/contact/,Patrick,,Leahy (D-VT),D,(202) 224-4242,VT,http://www.leahy.senate.gov/,Patrick Leahy,VT,Montpelier,@SenatorLeahy,Sen. Patrick Leahy,http://pbs.twimg.com/profile_images/842840988418801666/jeM8mGjf_normal.jpg,17:00:12,,https://twitter.com/i/web/status/896416037037539329,"President Trump's silence as #Charlottesville roils with racist and fascist provocation is shameful, irresponsible...and, DEFINING.",TRUE,Official,2017-08-12 17:00:12,2017-08-12,"Montpelier, VT"
Utah,Mike Lee,Mike,Lee,@SenMikeLee,,@mikelee2010,,361A Russell Senate Office Building Washington DC 20510,L000577,Class III,https://www.lee.senate.gov/public/index.cfm/contact,Mike,,Lee (R-UT),R,(202) 224-5444,UT,http://www.lee.senate.gov/,Mike Lee,UT,Salt Lake City,,,,,,,,,,,,
West Virginia,Joe Manchin,Joe,Manchin,@Sen_JoeManchin,,@JoeManchinWV,,306 Hart Senate Office Building Washington DC 20510,M001183,Class I,http://www.manchin.senate.gov/public/index.cfm/contact-form,"Joe, III",,Manchin (D-WV),D,(202) 224-3954,WV,http://www.manchin.senate.gov/,"Joe, III Manchin",WV,Charleston,@Sen_JoeManchin,Senator Joe Manchin,http://pbs.twimg.com/profile_images/583716904704970752/eBPIBjSb_normal.jpg,18:47:05,"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",https://twitter.com/i/web/status/896442934001840129,I'm disheartened by the scenes at UVA. There is no place for hatred like this in our country. #Charlottesville,TRUE,Official,2017-08-12 18:47:05,2017-08-12,"Charleston, WV"
Massachusetts,Ed Markey,Ed,Markey,@senmarkey,,@EdMarkey,,255 Dirksen Senate Office Building Washington DC 20510,M000133,Class II,https://www.markey.senate.gov/contact,Edward,,Markey (D-MA),D,(202) 224-2742,MA,http://www.markey.senate.gov/,Edward Markey,MA,Boston,@SenMarkey,Ed Markey,http://pbs.twimg.com/profile_images/871723431695396865/Ff5dlbMr_normal.jpg,15:09:35,"Official account for Senator Edward J. Markey. National leader on energy, environment, climate, telecom. Voice for consumer protection. https://t.co/nfYWzVp6R8",https://twitter.com/i/web/status/897112975907196928,Love will always conquer hate. #Charlottesville https://t.co/7eccd42BYy,TRUE,Official,2017-08-14 15:09:35,2017-08-14,
Massachusetts,Ed Markey,Ed,Markey,@senmarkey,,@EdMarkey,,255 Dirksen Senate Office Building Washington DC 20510,M000133,Class II,https://www.markey.senate.gov/contact,Edward,,Markey (D-MA),D,(202) 224-2742,MA,http://www.markey.senate.gov/,Edward Markey,MA,Boston,@SenMarkey,Ed Markey,http://pbs.twimg.com/profile_images/871723431695396865/Ff5dlbMr_normal.jpg,16:46:20,"Official account for Senator Edward J. Markey. National leader on energy, environment, climate, telecom. Voice for consumer protection. https://t.co/nfYWzVp6R8",https://twitter.com/i/web/status/896412548899127296,This cowardly display of hate &amp; bigotry has no place in #Charlottesville or anywhere in the US. Intolerance is un-American #BlackLivesMatter,TRUE,Official,2017-08-12 16:46:20,2017-08-12,
Arizona,John McCain,John,McCain,@SenJohnMcCain,,@TeamMcCain,johnmccain,218 Russell Senate Office Building Washington DC 20510,M000303,Class III,https://www.mccain.senate.gov/public/index.cfm/contact-form,John,,McCain (R-AZ),R,(202) 224-2235,AZ,http://www.mccain.senate.gov/,John McCain,AZ,Phoenix,@SenJohnMcCain,John McCain,http://pbs.twimg.com/profile_images/836956257026195456/bSXnwJVr_normal.jpg,18:30:01,"U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",https://twitter.com/i/web/status/897163416670003203,"Must-read @azcentral: ""The 8 truths of #Charlottesville"" https://t.co/49WpsQ64Yw",TRUE,Official,2017-08-14 18:30:01,2017-08-14,"Phoenix, AZ"
Arizona,John McCain,John,McCain,@SenJohnMcCain,,@TeamMcCain,johnmccain,218 Russell Senate Office Building Washington DC 20510,M000303,Class III,https://www.mccain.senate.gov/public/index.cfm/contact-form,John,,McCain (R-AZ),R,(202) 224-2235,AZ,http://www.mccain.senate.gov/,John McCain,AZ,Phoenix,@SenJohnMcCain,John McCain,http://pbs.twimg.com/profile_images/836956257026195456/bSXnwJVr_normal.jpg,23:36:36,"U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",https://twitter.com/i/web/status/896515795114766337,"White supremacists aren't patriots, they're traitors- Americans must unite against hatred &amp; bigotry #Charlottesville https://t.co/Zr1Jg9jBXu",TRUE,Official,2017-08-12 23:36:36,2017-08-12,"Phoenix, AZ"
Arizona,John McCain,John,McCain,@SenJohnMcCain,,@TeamMcCain,johnmccain,218 Russell Senate Office Building Washington DC 20510,M000303,Class III,https://www.mccain.senate.gov/public/index.cfm/contact-form,John,,McCain (R-AZ),R,(202) 224-2235,AZ,http://www.mccain.senate.gov/,John McCain,AZ,Phoenix,,,,,,,,,,,,
Missouri,Claire McCaskill,Claire,McCaskill,@clairecmc,@McCaskillOffice,@McCaskill2012,,503 Hart Senate Office Building Washington DC 20510,M001170,Class I,http://www.mccaskill.senate.gov/contact,Claire,,McCaskill (D-MO),D,(202) 224-6154,MO,http://www.mccaskill.senate.gov/,Claire McCaskill,MO,Jefferson City,@clairecmc,Claire McCaskill,http://pbs.twimg.com/profile_images/757539103252635648/YS3bB7VZ_normal.jpg,17:18:33,,https://twitter.com/i/web/status/896420654630682624,"The hate on display in VA is ugly, and morally repugnant. And it is the essence of anti-American. Shame on them.",TRUE,Official,2017-08-12 17:18:33,2017-08-12,"Jefferson City, MO"
Kentucky,Mitch McConnell,Mitch,McConnell,@SenateMajLdr,@McConnellPress,@Team_Mitch,,317 Russell Senate Office Building Washington DC 20510,M000355,Class II,http://www.mcconnell.senate.gov/public/index.cfm?p=contact,Mitch,Majority Leader,McConnell (R-KY),R,(202) 224-2541,KY,http://www.mcconnell.senate.gov/,Mitch McConnell,KY,Frankfort,@SenateMajLdr,Leader McConnell,http://pbs.twimg.com/profile_images/732596482336002049/JYMrr9_4_normal.jpg,18:03:05,U.S. Senate Majority Leader Mitch McConnell,https://twitter.com/i/web/status/896431863866241024,The hate and bigotry witnessed in #Charlottesville does not reflect American values. I wholeheartedly oppose their actions.,TRUE,Official,2017-08-12 18:03:05,2017-08-12,"Frankfort, KY"
