Oregonian ID,Site Name,Address,City,State,Lat,Long,Inspection conducted?,Inspection report available?,Inspection year,Lead present?,Earlier lead discovery reported,Highest lead level detected (ug),Where highest lead level detected?,Lead present outside range?,Notes,Had firing range?,Firing range use,Additional details
1372,Harlowtown,2nd St NW,Harlowton,Montana,46.43721,-109.851808,Yes,Yes,2015,Yes,,47,Server room floor,No,,No,,"Maj. Chris Lende: ""Although no full abatement has been completed since the November sampling, we are actively seeking additional environmental funds to continue abatement to meet today’s standards. The indoor ranges in those locations are currently locked and are not used for training."""
1386,Old Helena armory,1100 N Last Chance Gulch,Helena,Montana,46.598746,-112.032105,Yes,Yes,2013,Yes,,"1,600",2nd floor plenum,Yes,21 ug in drill hall,Yes,Closed,"Sampling done by state of Montana, not Montana National Guard. Building is now closed."
511,Norfolk,817 S 1st St,Norfolk,Nebraska,42.024705,-97.4069858,Yes,Yes,2013,Yes,,42,On soda machine,Yes,140 ug on trunk in former firing range,Yes,Lockers,"Cleanup pending funding from state & feds, Col. Chad Stevens said."
512,York,1129 E 6th St,York,Nebraska,40.866961,-97.5793771,Yes,Yes,2014,Yes,,"1,640",Kitchen on coffee machine,Yes,"4,100 ug in backstop pit, former range",Yes,Locker room,"Cleanup pending funding from state & feds, Col. Chad Stevens said."
513,Nebraska City,2020 4th Corso,Nebraska City,Nebraska,40.6731234,-95.8704723,Yes,Yes,2014,Yes,,"1,700",Stairwell landing on floor,Yes,"1,140 ug near bullet trap pit",Yes,Closed,"Cleanup pending funding from state & feds, Col. Chad Stevens said."
514,Broken Bow,160 S 1st Ave,Broken Bow,Nebraska,41.4036322,-99.6308985,Yes,Yes,2014,Yes,,"4,040",Window ledge in range,Yes,"143 ug on vending machine in drill hall; 1,350 ug on stairwell to range",Yes,Closed,"Cleanup pending funding from state & feds, Col. Chad Stevens said."
515,Kearney,5710 Airport Rd,Kearney,Nebraska,40.7306037,-99.0139469,Yes,Yes,2014,Yes,,"9,410",Firing range floor,Yes,98 ug on drill room ceiling rafter,Yes,Closed,"Cleanup pending funding from state & feds, Col. Chad Stevens said."
516,Sidney,Legion Park,Sidney,Nebraska,41.131996,-102.973418,Yes,Yes,2014,Yes,,"45,773",Air intake duct in firing range.,Yes,"528 on stairs to basement; 1,745 on a locker",Yes,Closed,"Cleanup pending funding from state & feds, Col. Chad Stevens said."
517,Gering,1250 D St,Gering,Nebraska,41.8142749,-103.6643695,No,No,,Unknown,,,,Unknown,,Yes,,
518,North Platte,1700 N Jeffers ST,North Platte,Nebraska,41.1509628,-100.7600322,Yes,Yes,2014,Yes,,41,Second floor above drill room,Unknown,,Yes,Storage,"Inspection says positive test was ""above the Drill room of the rifle range."" 2014 report also says, ""Any equipment currently in the former
range should be decontaminated of lead before using."""
519,Lincoln 1776,1776 N 10th St,Lincoln,Nebraska,40.8298849,-96.7061502,Yes,Yes,2013,Yes,,246,Drill hall floor,Yes,,Yes,Offices,
520,Lincoln Pershing,2000 N 33rd St,Lincoln,Nebraska,40.833101,-96.672368,Yes,Yes,2013,No,,,,No,,Yes,Offices,
521,Seward,N. Eighth St,Seward,Nebraska,40.9169385,-97.1015304,No,No,,Unknown,,,,Unknown,,Yes,Artifact storage,
522,Scottsbluff,2810 1st Ave,Scottsbluff,Nebraska,41.8750202,-103.6614422,Yes,Yes,2014,Yes,,695,Locker in former firing range,Yes,236 ug on basketball backstop,Yes,Classrooms,
1373,Concord,4 Pembroke Way,Concord,New Hampshire,43.2116179,-71.5122252,Yes,Yes,2016,Yes,,39,Kitchen counter,No,,No,,"Confirmed clean after 2016 inspection, Lt. Col. Greg Heilshorn said."
1374,Hillsborough,50 West Main St.,Hillsborough,New Hampshire,43.1123396,-71.8976063,Yes,Yes,2016,Yes,,260,Supply hall table top,No,,No,,"Confirmed clean after 2016 inspection, Lt. Col. Greg Heilshorn said."
1375,Lebanon,174 Heater Rd,Lebanon,New Hampshire,43.6509806,-72.2416562,Yes,Yes,2016,Yes,,181,"Fitness room floor, under window",No,,No,,
1376,Littleton,350 Meadow St,Littleton,New Hampshire,44.3086881,-71.7928255,Yes,Yes,2016,Yes,,61,Vault floor,Yes,,Yes,,
1377,Milford,154 Osgood Rd,Milford,New Hampshire,42.8196034,-71.6644297,Yes,Yes,2016,Yes,,50,Supply room floor in front of vault,No,,No,,
1378,Rochester,106 Brock St,Rochester,New Hampshire,43.2934224,-70.9836107,Yes,Yes,2016,Yes,,103,Janitor's closet,No,,No,,
868,Manchester,771 Canal St.,Manchester,New Hampshire,42.9962262,-71.4662676,Yes,Yes,2016,Yes,,657,Former indoor firing range floor,Yes,53 ug on drill hall floor,Yes,Locker room,"Contaminated areas outside firing range confirmed below 40 ug after 2016 inspection, Lt. Col. Greg Heilshorn said. "
869,Concord,1 Minuteman Way,Concord,New Hampshire,43.210265,-71.512478,Yes,Yes,2016,No,,,,No,,No,,
870,Plymouth,19 Armory RD,Plymouth,New Hampshire,43.764541,-71.689643,Yes,Yes,2016,Yes,,43,"Vault, outside floor",Yes,,Yes,Storage room,
871,Nashua,154 Daniel Webster Hwy,Nashua,New Hampshire,42.725607,-71.444883,Yes,Yes,2016,Yes,,173,Locker room floor,Yes,,Yes,Weight room,
872,Berlin,2169 Riverside DR,Berlin,New Hampshire,44.5190689,-71.1600489,Yes,Yes,2016,Yes,,391,Old firing range,No,,Yes,Storage,
873,Woodsville,31 S Court St.,Woodsville,New Hampshire,44.151345,-72.0374244,No,No,,Unknown,,,,Unknown,,Yes,Storage,Guard disposed of building.
874,Portsmouth,803 McGee Rd,Portsmouth,New Hampshire,43.0835585,-70.7802253,Yes,Yes,2016,Yes,,"6,778",Old firing range floor,Yes,336 ug on gym floor; 46 on drill hall floor,Yes,Storage,"Confirmed clean after 2016 inspection and remodel, Lt. Col. Greg Heilshorn said."
875,Keene,10 Hastings Ave,Keene,New Hampshire,42.9411696,-72.323663,Yes,Yes,2016,Yes,,220,Vault floor,Yes,,Yes,Storage,"Certified clean when it was converted in 2002, Lt. Col. Greg Heilshorn said. Building now used by Keene Fire Department."
876,Lancaster,Grove RD,Lancaster,New Hampshire,44.495844,-71.5768789,No,No,,Unknown,,,,Unknown,,Yes,Storage,Building is unoccupied.
877,Franklin,300 South Main St,Franklin,New Hampshire,43.4333,-71.6523,Yes,Yes,2016,Yes,,36,Supply room floor in front of vault,No,,Yes,Storage,
878,Dover,99 Oak St,Dover,New Hampshire,43.2025128,-70.8592522,No,No,,Unknown,,,,Unknown,,Yes,Storage,Guard disposed of building.
879,Claremont,75 Winter St,Claremont,New Hampshire,43.3802963,-72.3324951,No,No,,Unknown,,,,Unknown,,Yes,Storage,Guard disposed of building.
523,Teaneck,1799 Teaneck Rd,Teaneck,New Jersey,40.9109151,-73.9964679,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 1,600 ug at unspecified location."
524,Burlington,559 High St,Burlington,New Jersey,40.0735249,-74.855728,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,2004 report found 630 ug at unspecified location.
525,Cherry Hill,2001 Park Blvd,Cherry Hill,New Jersey,39.9172639,-75.0342132,No,No,2004,Unknown,,,,Unknown,,Yes,,
526,West Orange,1315 Pleasant Valley Way,West Orange,New Jersey,40.7812835,-74.2789419,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 6,100 ug at unspecified location."
527,Woodbury,658 N Evergree Ave,Woodbury,New Jersey,39.8444225,-75.1433572,No,No,,Unknown,,,,Unknown,,Yes,,
528,Jersey City,678 Montgomery St,Jersey City,New Jersey,40.7247993,-74.0653985,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 46,000 ug at unspecified location."
529,Flemington,422 State Route 12,Flemington,New Jersey,40.5066656,-74.9121755,No,No,,Unknown,,,,Unknown,,Yes,,
530,Lawrenceville-131,131 Eggert Crossing RD,Lawrenceville,New Jersey,40.2721111,-74.7425501,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 25,000 ug at unspecified location."
531,West Trenton,152 Scotch Road,West Trenton,New Jersey,40.2731941,-74.8025927,No,No,,Unknown,,,,Unknown,,Yes,,
532,Woodbridge,625 Main St,Woodbridge,New Jersey,40.5434198,-74.3039696,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 2,700 ug at unspecified location."
533,Sea Girt-35,"5 Camp Dr, Bldg 35",Sea Girt,New Jersey,40.1293174,-74.0424734,No,No,,Unknown,,,,Unknown,,Yes,,
534,Freehold,635 NJ-33,Freehold,New Jersey,40.2497503,-74.2682463,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 2,000 ug at unspecified location."
535,Riverdale,107 Newark Pompton Turnpike,Riverdale,New Jersey,40.9874628,-74.301917,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 2,200 ug at unspecified location."
536,Morristown,430 Western Ave,Morristown,New Jersey,40.7814424,-74.5084684,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,"2004 report found 15,000 ug at unspecified location."
537,Toms River,1200 Whitesville RD,Toms River,New Jersey,39.9861632,-74.2160797,No,No,,Unknown,,,,Unknown,,Yes,,
538,Woodstown,501 N Main St,Woodstown,New Jersey,39.662073,-75.318982,No,No,2004,Unknown,,,,Unknown,,Yes,,
539,Somerset,1060 Hamilton St,Somerset,New Jersey,40.4854009,-74.4906481,No,No,2004,Unknown,Yes,,,Unknown,,Yes,,2004 report found 870 ug at unspecified location.
540,Westfield,500 Rahway Ave,Westfield,New Jersey,40.6437501,-74.3504249,No,No,2004,Unknown,,,,Unknown,,Yes,,
541,Port Murray (Washington),550 NJ-57,Port Murray,New Jersey,40.766339,-74.9340409,No,No,,Unknown,,,,Unknown,,Yes,,
542,Hackettstown,901 Willow Grove St,Hackettstown,New Jersey,40.8745515,-74.8095889,No,No,,Unknown,,,,Unknown,,Yes,,
543,Santa Rosa,1077 NM-91,Santa Rosa,New Mexico,34.9502301,-104.6860512,Yes,Yes,2012,Yes,,25,SSG Bradley's desktop,Yes,,Yes,,
544,Las Cruces,249 Armory RD,Las Cruces,New Mexico,32.2739258,-106.9368229,Yes,Yes,2012,Yes,,54,Former bullet trap,Unknown,,Yes,Storage,Report doesn't indicate whether samples were taken anywhere but firing range
545,Carlsbad,305 E Fiesta DR,Carlsbad,New Mexico,32.4037294,-104.2204361,Yes,Yes,2012,Yes,,95,Former firing range,No,,Yes,Platoon office (training/work area),
546,Deming,700 S Pearl St.,Deming,New Mexico,32.2632788,-107.7515433,Yes,Yes,2012,Yes,,200,Drill hall floor,Yes,,Yes,,
547,Alamogordo,1600 S Florida Ave,Alamogordo,New Mexico,32.8727684,-105.9523235,Yes,Yes,2012,Yes,,320,Maintenance bay/storage area (former firing range),Unknown,,Yes,Maintenance bay,Report doesn't indicate whether samples were taken anywhere but firing range
548,Santa Fe,47 Bataan Blvd,Santa Fe,New Mexico,35.5697957,-106.0863447,Yes,Yes,2012,Yes,,"1,500",Shoot house,Unknown,,Yes,,
549,Roswell,1 W Earl Cummings Loop,Roswell,New Mexico,33.3082292,-104.5205307,Yes,Yes,2014,Yes,,"2,700","Back wall door header, converted firing range",Unknown,,Yes,Office and other,
550,Gallup,1480 Hasler Valley Rd,Gallup,New Mexico,35.535346,-108.717886,Yes,Yes,2014,Yes,,"110,000",Exhaust duct in closed firing range,Yes,49 ug on drill floor,Yes,Storage,Inspection stated: It was not known when the firing range had been converted or whether it was verified to be sufficiently clean of lead contamination prior to being converted. Food storage equipment found in range. 4.9 ug found on drill floor.
551,Lordsburg,722 E Second St,Lordsburg,New Mexico,32.3475183,-108.7015709,Yes,Yes,2014,No,,,,No,,Yes,"Maintenance, storage","Building now used by the Hidalgo County Sheriff’s
Department."
552,Farmington,1101 W Navajo St,Farmington,New Mexico,36.737436,-108.220796,No,No,,Unknown,,,,Unknown,,Yes,,
553,Hobbs,5002 Jack Gomez DR,Hobbs,New Mexico,32.7760365,-103.1998579,No,No,,Unknown,,,,Unknown,,Yes,,
554,Las Vegas,720 Cam Maximillano,Las Vegas,New Mexico,35.618868,-105.2563839,No,No,,Unknown,,,,Unknown,,Yes,,
555,Raton,33808 US-64,Raton,New Mexico,36.789148,-104.4601796,No,No,,Unknown,,,,Unknown,,Yes,,
556,Tucumcari,1200 S 11th St,Tucumcari,New Mexico,35.1622379,-103.7375458,No,No,,Unknown,,,,Unknown,,Yes,,
1128,Auburn,174 South St.,Auburn,New York,42.91335,-76.5628909,No,No,,Unknown,,,,Unknown,,Yes,"Closed & abatement complete, date unknown",
1129,Batavia,235 State St.,Batavia,New York,43.007925,-78.183265,No,No,,Unknown,,,,Unknown,,Yes,"Closed & abatement complete, date unknown",
1130,Binghamton,85 West End Ave.,Binghamton,New York,42.1014554,-75.945822,No,No,,Unknown,,,,Unknown,,Yes,"Closed & abatement complete, date unknown",
1131,Brooklyn,1579 Bedford Ave.,Brooklyn,New York,40.6685049,-73.9556402,No,No,,Unknown,,,,Unknown,,Yes,Closed 8/30/99,
1132,Brooklyn,355 Marcy Ave.,Brooklyn,New York,40.703486,-73.95253,No,No,,Unknown,,,,Unknown,,Yes,Closed early 1980s,
1133,Buffalo,184 Connecticut St.,Buffalo,New York,42.9035852,-78.893411,No,No,,Unknown,,,,Unknown,,Yes,Closed 5/1/89,
1134,Buffalo,27 Masten Ave.,Buffalo,New York,42.902972,-78.859716,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abatement complete 11/21/03",
1135,Dunkirk,830 Main St.,Dunkirk,New York,42.472209,-79.325504,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 8/1/2000",
1136,Geneseo,34 Avon Road,Geneseo,New York,42.8016826,-77.8138312,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 11/8/02",
1137,Geneva,300 Main St.,Geneva,New York,42.8672251,-76.9858573,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 4/2/04",
1138,Gloversville,87 Washington St.,Gloversville,New York,43.0500453,-74.3404361,Yes,No,,No,,,,No,,Yes,"Closed, abated 11/27/03",
1139,Hornell,100 Seneca St.,Hornell,New York,42.331879,-77.661618,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 11/26/03",
1140,Hoseheads,128 Colonial Drive,Hoseheads,New York,42.163759,-76.863345,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 4/2/97",
1141,Ithaca,1765 Hanshaw Road,Ithaca,New York,42.474897,-76.427529,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated april 2003",
1142,Jamaica,93-05 168th St.,Jamaica,New York,40.7048457,-73.790301,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 2003",
1143,Jamestown,34 Porter Ave. and Front St.,Jamestown,New York,42.0924946,-79.2536636,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 11/21/2003",
1144,Kingston,25 Kiersted Ave,Kingston,New York,41.944019,-74.006524,Yes,No,,Yes,,,Unknown,Unknown,,Yes,"Closed, abated 1/6/2003",
1145,Leeds,Box 98 Route 23,Leeds,New York,42.2245116,-73.8548128,Yes,No,,No,,,,No,,Yes,"Closed, abated 1/6/2003",
1146,Lockport,158 Willow St,Lockport,New York,43.159967,-78.698785,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 12/16/03",
1147,Morrisonville,16 Fairground Road,Morrisonville,New York,44.694251,-73.535706,Yes,No,,No,,,,No,,Yes,"Closed, abated 4/10/03",
1148,New York,68 Lexington Ave.,New York,New York,40.7413495,-73.9842461,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 2002",
1149,New York,643 Park Ave,New York,New York,40.7672465,-73.9655121,No,No,,Unknown,,,,Unknown,,Yes,Closed 1985 (no abatement reported),
1150,New York,2366 5th Ave,New York,New York,40.8177173,-73.934714,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated February 2004",
1151,Ogdensburg,225 Elizabeth St.,Ogdensburg,New York,44.699398,-75.489631,Yes,No,,Yes,,,Unknown,Unknown,,Yes,"Closed, abated 12/21/09",
1152,Olean,119 Times Square,Olean,New York,42.078354,-78.428331,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 11/28/03",
1153,Orangeburg,84 Old Orangeburg Road,Orangeburg,New York,41.0454662,-73.9661239,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 8/30/00",
1154,Peekskill,955 Washington St.,Peekskill,New York,41.272599,-73.928001,No,No,,Unknown,,,,Unknown,,Yes,Closed 9/4/94 (no abatement reported),
1155,Rochester,250 Weidner Road,Rochester,New York,43.1124794,-77.6699346,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 12/25/02",
1156,Rome,1110 Black River Blvd.,Rome,New York,43.2240792,-75.4439988,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 9/13/02",
1157,Saratoga Springs,61 Lake Ave.,Saratoga Springs,New York,43.083141,-73.781439,Yes,No,,No,,,,No,,Yes,"Closed, abated 1/24/02",
1158,Staten Island,321 Manor Road,Staten Island,New York,40.6201733,-74.1226348,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 1/23/98",
1159,Syracuse,6900 Thompson Road,Syracuse,New York,43.102926,-76.100664,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 4/1/03",
1160,Troy,137 Glenmore Road,Troy,New York,42.690224,-73.701038,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 5/9/94",
1161,Utica,1700 Parkway East,Utica,New York,43.0792935,-75.2082678,Yes,No,,No,,,,No,,Yes,"Closed, abated 9/13/2000",
1162,Walton,55 South Street,Walton,New York,42.1617812,-75.1343903,No,No,,Unknown,,,,Unknown,,Yes,"Closed, abated 12/3/04",
1163,Whitestone,150-74 6th Ave,Whitestone,New York,40.7965828,-73.8150225,No,No,,Unknown,,,,Unknown,,Yes,Closed 2000 (no abatement reported),
1164,Queensbury,65 Stone Quarry Road,Queensbury,New York,43.324404,-73.599548,Yes,No,,No,,,,No,,No,,
880,Ahoskie,408 Peachtree ST,Ahoskie,North Carolina,36.279508,-76.982732,No,No,,Unknown,,,,No,,No,,
881,Albermarle,120 College Dr.,Albermarle,North Carolina,35.336986,-80.2320529,No,No,,Unknown,,,,Unknown,,Yes,Storage,
882,Asheboro,1430 S Fayettevile,Asheboro,North Carolina,35.6874139,-79.817222,No,No,,Unknown,,,,Unknown,,Yes,Wall lockers,
883,Asheville,Brevard RD,Asheville,North Carolina,35.5366014,-82.5995808,No,No,,Unknown,,,,No,,No,,
884,Belmont,300 N 6th ST,Belmont,North Carolina,35.2457716,-81.0198235,Yes,No,2013,Yes,,"120,000","Cleaned, wall built. Backstop still 120,000 ug/ft2",Unknown,,Yes,Wall lockers,Lead also found in firing range in 2012. Traces found in drill hall in latest survey.
885,Benson,320 E Mann ST,Benson,North Carolina,35.3797409,-78.5454449,No,No,2005,Unknown,Yes,,,Unknown,,Yes,Storage,"2005 report found 3,842 ug on sand pit floor."
886,Beulaville,425 N Jackson ST,Beulaville,North Carolina,34.9268813,-77.7728052,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,
887,Boone,Hunting Lane,Boone,North Carolina,36.204241,-81.651484,No,No,2006,Unknown,,,,Unknown,,Yes,Storage,
888,Burlington,195 N Church STr,Burlington,North Carolina,36.0975693,-79.4357106,No,No,2006,Unknown,,,,Unknown,,Yes,Wall lockers,
889,Butner,105 Central AVE,Butner,North Carolina,36.1306103,-78.7557959,No,No,,Unknown,,,,Unknown,,Yes,Wall lockers,
890,Charlotte,4240 west blvd,Charlotte,North Carolina,35.199789,-80.93096,No,No,,Unknown,,,,No,,No,,
891,Clinton,101 Armory RD,Clinton,North Carolina,35.0251819,-78.3408022,No,No,,Unknown,,,,Unknown,,Yes,Storage,
892,Clyde,Jones Cove RD,Clyde,North Carolina,35.5240365,-82.9314667,No,No,,Unknown,,,,Unknown,,Yes,,
893,Concord,1501 Old Charlotte RD,Concord,North Carolina,35.3632687,-80.595377,Yes,No,2013,Unknown,,,,Unknown,,Yes,Storage,"""Told not to do anything by COL Mullinax"" records say."
895,Dunn,901 Susan Tart RD,Dunn,North Carolina,35.304683,-78.633134,No,No,2006,Unknown,Yes,,,Unknown,,Yes,Storage,2006 report found 203 ug on bullet trap.
896,Durham,801 Stadium DR,Durham,North Carolina,36.0325739,-78.9034269,No,No,,Unknown,,,,Unknown,,Yes,Conference room//being renovated,
897,East Flat Rock,106 Mills St,East Flat Rock,North Carolina,35.288139,-82.426368,No,No,,Unknown,,,,No,,No,,
898,Edenton,739 Soundside RD,Edenton,North Carolina,36.017838,-76.566293,No,No,2003,Unknown,Yes,,,Unknown,,Yes,,"2003 report found 16,500 ug on backstop."
899,Elizabeth City,600 Westover ST,Elizabeth City,North Carolina,36.2948395,-76.22985,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Classroom,"2003 report found 17,000 ug on backstop."
900,Elkin,1775 N Bridge ST,Elkin,North Carolina,36.278523,-80.853478,Yes,No,2013,Yes,,46,Unknown,Unknown,,Yes,Wall lockers,
901,Fair Bluff,15055 Andrew Jackson Hwy SW,Fair Bluff,North Carolina,34.3006389,-79.041337,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Storage,"2003 report found 6,010 ug on pit floor."
902,Farmville,3703 N Main ST,Farmville,North Carolina,35.597694,-77.584306,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,
903,Fayetteville,3555 Owen Dr,Fayetteville,North Carolina,35.013757,-78.887412,No,No,,Unknown,,,,No,,No,,
904,Forest City,Withrow RD,Forest City,North Carolina,35.3421297,-81.8980647,Yes,No,2014,Unknown,,,,Unknown,,Yes,Wall lockers,
905,Franklin,192 Industrial Park Rd,Franklin,North Carolina,35.16303,-83.4347,No,No,,Unknown,,,,Unknown,,Yes,Indoor firing range,
906,Fremont,101 E Pipkin ST,Fremont,North Carolina,35.5454378,-77.9747086,No,No,2003,Unknown,Yes,,,Unknown,,Yes,Storage,2003 report found 218 ug on pit floor.
907,Gastonia,2100 Robinwood RD,Gastonia,North Carolina,35.2349637,-81.1526477,No,No,2004,Unknown,Yes,,,Unknown,,Yes,Storage,"2004 report found 7,340 ug on backstop."
908,Goldsboro,700 US-117,Goldsboro,North Carolina,35.3770051,-78.0117273,No,No,,Unknown,,,,No,,No,,
909,Greensboro,110 Franklin BLVD,Greensboro,North Carolina,36.081863,-79.74156,No,No,2001,Unknown,Yes,,,Unknown,,Yes,"Converted gym/storage, no sound proofing","2001 report found 2,690 ug on pit floor."
910,Greenville,Memorial DR,Greenville,North Carolina,35.6565258,-77.3643711,No,No,1996,Unknown,,,,Unknown,,Yes,Offices,
911,Hamlet,219 Boyd Lake RD,Hamlet,North Carolina,34.8901761,-79.688451,No,No,2001,Unknown,Yes,,,Unknown,,Yes,Cages/storage,2001 report found 514 ug on pit floor.
912,Hickory,1251 8th ST NE,Hickory,North Carolina,35.7453276,-81.3183039,No,No,2006,Unknown,Yes,,,Unknown,,Yes,"Gym, classroom",2006 report found 240 ug on pit floor.
913,High Point,3515 Armory DR,High Point,North Carolina,35.95752,-79.9435801,No,No,2002,Unknown,Yes,,,Unknown,,Yes,Lockers/storage,"2002 report found 25,000 ug on bullet trap."
914,Jacksonville,142 Broadhurst RD,Jacksonville,North Carolina,34.7476981,-77.4487309,No,No,,Unknown,,,,Unknown,,Yes,,"""Obvious abatement back stop removed"" records say."
915,Jefferson,965 N Main ST,Jefferson,North Carolina,36.4292123,-81.467217,No,No,,Unknown,,,,Unknown,,Yes,,
916,JFHQ,4310 District Dr,Raleigh,North Carolina,35.8066828,-78.7157981,No,No,,Unknown,,,,No,,No,,
917,Kings Mountain,200 Phifer RD,Kings Mountain,North Carolina,35.2393512,-81.3600309,Yes,No,2013,Yes,,69,Unknown,Unknown,,Yes,Wall lockers,
918,Kinston,2001 Dobbs Farm RD,Kinston,North Carolina,35.307467,-77.625076,No,No,2006,Unknown,Yes,,,Unknown,,Yes,,"2006 report found 24,000 ug on bullet trap floor."
919,Laurinburg,1520 S Main ST,Laurinburg,North Carolina,34.757312,-79.472455,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,
920,Lenoir,1132 Morganton BLVD,Lenoir,North Carolina,35.904193,-81.540443,No,No,,Unknown,,,,No,,No,,
921,Lexington,201 W 9th ST,Lexington,North Carolina,35.8375898,-80.2546385,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,
922,Lincolnton,1224 N Aspen ST,Lincolnton,North Carolina,35.485831,-81.254445,No,No,2006,Unknown,Yes,,Unknown,Unknown,,Yes,Wall lockers,2006 report found 72 ug on unspecified surface.
923,Louisburg,600 S Bickett BLVD,Louisburg,North Carolina,36.084531,-78.309206,No,No,2002,Unknown,Yes,,,Unknown,,Yes,,2002 report found 145 ug on sand pit.
924,Lumberton,4502 Fayetteville RD,Lumberton,North Carolina,34.655925,-79.001014,No,No,2001,Unknown,Yes,,,Unknown,,Yes,"Redone, no documentation","2001 report found 47,098 ug on backstop."
925,Marion,363 Spaulding RD,Marion,North Carolina,35.6663935,-82.0274205,No,No,,Unknown,,,,Unknown,,Yes,,
926,Mocksville,US HWY 64 E,Mocksville,North Carolina,35.8982975,-80.575692,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,"""Cleaned,"" records say."
927,Monroe,700 Charles ST,Monroe,North Carolina,34.9750304,-80.5419273,Yes,No,2013,Unknown,,,,Unknown,,Yes,Professional abatement,"""Professional abatement,"" records say."
928,Mooresville,720 N. Broad St.,Mooresville,North Carolina,35.59744,-80.8094,No,No,,Unknown,,,,Unknown,,Yes,Wall lockers,"""Cleaned,"" records say."
929,Morehead City,3413 Bridges ST,Morehead City,North Carolina,34.727116,-76.752776,Yes,No,2013,Yes,,4800,Window sill,Unknown,,Yes,Storage,
930,Morganton,411 Kirksey DR,Morganton,North Carolina,35.756158,-81.6579621,No,No,2007,Unknown,Yes,,,Unknown,,Yes,Storage,2007 report found 290 ug on above sand pit floor.
931,Morrisville,National Guard DR,Morrisville,North Carolina,35.8595438,-78.7854431,No,No,,Unknown,,,,Unknown,,Yes,,
932,Mt. Airy,85 Patrol Station RD,Mt. Airy,North Carolina,36.5281482,-80.6298676,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,"""Cleaned,"" records say"
933,Mt. Olive,230 Witherington ST,Mt. Olive,North Carolina,35.2049304,-78.063032,No,No,2003,Unknown,Yes,,,Unknown,,Yes,,"2003 report found 4,840 ug on backstop."
934,Murphy,HWY 19 E,Murphy,North Carolina,35.0921599,-84.0286543,No,No,,Unknown,,,,Unknown,,Yes,,
935,Nashville,1030 Eastern AVE,Nashville,North Carolina,35.971993,-77.943366,Yes,No,2013,Unknown,,,,Unknown,,Yes,Storage,"""Needs cleaning,"" record says."
936,New Bern,301 Glenburnie DR,New Bern,North Carolina,35.1354029,-77.062285,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,"""Cleaned,"" records say."
937,Newton,218 S Main AVE,Newton,North Carolina,35.6611944,-81.223635,No,No,,Unknown,,,,Unknown,,Yes,Professional abatement,"""Professional abatement,"" records say."
938,North Wilkesboro,191 Armory RD,North Wilkesboro,North Carolina,36.165687,-81.123476,No,No,2002,Unknown,Yes,,,Unknown,,Yes,Wall lockers,"2002 report found 6,940 ug on pit floor."
939,Oxford,105 W Springs ST,Oxford,North Carolina,36.3099492,-78.5873765,No,No,2002,Unknown,Yes,,,Unknown,,Yes,,"2002 report found 2,240 ug on backstop."
940,Parkton,401 N Washington ST,Parkton,North Carolina,34.9083102,-79.0116103,Yes,No,2013,Unknown,,,,Unknown,,Yes,Wall lockers,"""Cleaned,"" records say."
941,Raeford,305 Teal DR,Raeford,North Carolina,34.980842,-79.2378559,No,No,,Unknown,,,,Unknown,,Yes,Professional abatement,
